15/12/2020 19:11:21.943,1100159,TILEBOX @320F57,32565,A0016EFE1F03,416,-402,799
15/12/2020 19:11:21.943,1100160,TILEBOX @320F57,32567,D6019CFE4403,470,-356,836
15/12/2020 19:11:21.993,1100177,TILEBOX @320F57,32572,EB01C0FE6303,491,-320,867
15/12/2020 19:11:21.993,1100177,TILEBOX @320F57,32569,EC01BAFE5F03,492,-326,863
15/12/2020 19:11:22.013,1100197,TILEBOX @320F57,32574,1002C3FE5003,528,-317,848
15/12/2020 19:11:22.033,1100219,TILEBOX @320F57,32577,6502D2FE5603,613,-302,854
15/12/2020 19:11:22.054,1100238,TILEBOX @320F57,32581,87021CFF6D03,647,-228,877
15/12/2020 19:11:22.054,1100239,TILEBOX @320F57,32579,9C02EFFE7103,668,-273,881
15/12/2020 19:11:22.143,1100327,TILEBOX @320F57,32584,43023EFF5D03,579,-194,861
15/12/2020 19:11:22.143,1100327,TILEBOX @320F57,32586,250259FF7303,549,-167,883
15/12/2020 19:11:22.173,1100358,TILEBOX @320F57,32591,F80184FFB803,504,-124,952
15/12/2020 19:11:22.173,1100358,TILEBOX @320F57,32589,0F026EFF9403,527,-146,916
15/12/2020 19:11:22.193,1100377,TILEBOX @320F57,32596,F701B4FFC303,503,-76,963
15/12/2020 19:11:22.193,1100377,TILEBOX @320F57,32598,E301D8FFB303,483,-40,947
15/12/2020 19:11:22.193,1100378,TILEBOX @320F57,32593,05029EFFCC03,517,-98,972
15/12/2020 19:11:22.213,1100397,TILEBOX @320F57,32600,06020000A103,518,0,929
15/12/2020 19:11:22.233,1100417,TILEBOX @320F57,32605,FA012D006B03,506,45,875
15/12/2020 19:11:22.233,1100419,TILEBOX @320F57,32603,10021C008B03,528,28,907
15/12/2020 19:11:22.263,1100447,TILEBOX @320F57,32608,0B023B006203,523,59,866
15/12/2020 19:11:22.293,1100477,TILEBOX @320F57,32610,140259008103,532,89,897
15/12/2020 19:11:22.312,1100496,TILEBOX @320F57,32612,EC018A00A603,492,138,934
15/12/2020 19:11:22.332,1100516,TILEBOX @320F57,32617,AC01C100C403,428,193,964
15/12/2020 19:11:22.332,1100517,TILEBOX @320F57,32615,EC018A00A603,492,138,934
15/12/2020 19:11:22.353,1100537,TILEBOX @320F57,32619,6D01F000C903,365,240,969
15/12/2020 19:11:22.383,1100567,TILEBOX @320F57,32622,49010C01AD03,329,268,941
15/12/2020 19:11:22.403,1100587,TILEBOX @320F57,32624,4A010B01A203,330,267,930
15/12/2020 19:11:22.423,1100607,TILEBOX @320F57,32627,45010601A303,325,262,931
15/12/2020 19:11:22.443,1100627,TILEBOX @320F57,32631,30012301A003,304,291,928
15/12/2020 19:11:22.443,1100628,TILEBOX @320F57,32629,36010D019703,310,269,919
15/12/2020 19:11:22.473,1100657,TILEBOX @320F57,32636,040159017D03,260,345,893
15/12/2020 19:11:22.473,1100658,TILEBOX @320F57,32634,1C014101A103,284,321,929
15/12/2020 19:11:22.503,1100687,TILEBOX @320F57,32639,0E0172016D03,270,370,877
15/12/2020 19:11:22.533,1100717,TILEBOX @320F57,32641,1E018A017E03,286,394,894
15/12/2020 19:11:22.553,1100737,TILEBOX @320F57,32643,0C0197018903,268,407,905
15/12/2020 19:11:22.573,1100757,TILEBOX @320F57,32646,EE009F018703,238,415,903
15/12/2020 19:11:22.593,1100777,TILEBOX @320F57,32648,C800B3017D03,200,435,893
15/12/2020 19:11:22.623,1100807,TILEBOX @320F57,32653,A400CC016B03,164,460,875
15/12/2020 19:11:22.623,1100808,TILEBOX @320F57,32650,A700C4016C03,167,452,876
15/12/2020 19:11:22.643,1100826,TILEBOX @320F57,32655,9000DC017403,144,476,884
15/12/2020 19:11:22.663,1100847,TILEBOX @320F57,32658,8200EF015803,130,495,856
15/12/2020 19:11:22.683,1100867,TILEBOX @320F57,32660,8000FF012303,128,511,803
15/12/2020 19:11:22.683,1100869,TILEBOX @320F57,32662,500000020A03,80,512,778
15/12/2020 19:11:22.713,1100897,TILEBOX @320F57,32665,0A00F301F102,10,499,753
15/12/2020 19:11:22.743,1100927,TILEBOX @320F57,32667,D1FFFA01B102,-47,506,689
15/12/2020 19:11:22.763,1100946,TILEBOX @320F57,32669,D1FF1C026502,-47,540,613
15/12/2020 19:11:22.783,1100967,TILEBOX @320F57,32672,B4FF1C026502,-76,540,613
